frame,h50_pattern,h50_confidence,h67_pattern,h43_rejected,h66_rejected,h67_rejected
136,TWO_BALL,0.899,TWO_BALL,no,no,no
137,TWO_BALL,0.899,TWO_BALL,no,no,no
138,MIXED_3+,0.933,MIXED_3+,no,no,no
139,MIXED_3+,0.933,MIXED_3+,no,no,no
140,MIXED_3+,0.933,MIXED_3+,no,no,no
141,MIXED_3+,0.933,MIXED_3+,no,no,no
142,MIXED_3+,0.933,MIXED_3+,no,no,no
143,MIXED_3+,0.933,MIXED_3+,no,no,no
144,MIXED_3+,0.933,MIXED_3+,no,no,no
145,MIXED_3+,0.933,MIXED_3+,no,no,no
146,MIXED_3+,0.933,MIXED_3+,no,no,no
147,MIXED_3+,0.933,MIXED_3+,no,no,no
148,MIXED_3+,0.933,MIXED_3+,no,no,no
149,MIXED_3+,0.933,MIXED_3+,no,no,no
150,SINGLE_BALL,0.836,SINGLE_BALL,no,no,no
151,SINGLE_BALL,0.836,SINGLE_BALL,no,no,no
152,SINGLE_BALL,0.836,SINGLE_BALL,no,no,no
153,SINGLE_BALL,0.836,SINGLE_BALL,no,no,no
154,SINGLE_BALL,0.836,SINGLE_BALL,no,no,no
155,SINGLE_BALL,0.836,SINGLE_BALL,no,no,no
156,SINGLE_BALL,0.836,SINGLE_BALL,no,no,no
157,TWO_BALL,0.886,TWO_BALL,no,no,no
158,TWO_BALL,0.886,TWO_BALL,no,no,no
159,TWO_BALL,0.886,TWO_BALL,no,no,no
160,TWO_BALL,0.886,TWO_BALL,no,no,no
161,SINGLE_BALL,0.937,SINGLE_BALL,no,no,no
162,SINGLE_BALL,0.937,SINGLE_BALL,no,no,no
163,SINGLE_BALL,0.937,SINGLE_BALL,no,no,no
164,SINGLE_BALL,0.937,SINGLE_BALL,no,no,no
165,TWO_BALL,0.720,TWO_BALL,no,no,no
166,MIXED_3+,0.804,MIXED_3+,no,no,no
167,TWO_BALL,0.738,TWO_BALL,no,no,no
168,TWO_BALL,0.738,TWO_BALL,no,no,no
169,TWO_BALL,0.738,TWO_BALL,no,no,no
170,TWO_BALL,0.738,TWO_BALL,no,no,no
171,TWO_BALL,0.738,TWO_BALL,no,no,no
172,TWO_BALL,0.738,TWO_BALL,no,no,no
173,TWO_BALL,0.738,TWO_BALL,no,no,no
174,MIXED_3+,0.643,MIXED_3+,no,no,no
175,MIXED_3+,0.643,MIXED_3+,no,no,no
176,MIXED_3+,0.643,MIXED_3+,no,no,no
177,MIXED_3+,0.643,MIXED_3+,no,no,no
178,MIXED_3+,0.643,MIXED_3+,no,no,no
179,MIXED_3+,0.643,MIXED_3+,no,no,no
180,MIXED_3+,0.643,MIXED_3+,no,no,no
181,MIXED_3+,0.643,MIXED_3+,no,no,no
182,MIXED_3+,0.643,MIXED_3+,no,no,no
183,MIXED_3+,0.643,MIXED_3+,no,no,no
184,MIXED_3+,0.643,MIXED_3+,no,no,no
185,MIXED_3+,0.643,MIXED_3+,no,no,no
186,MIXED_3+,0.643,MIXED_3+,no,no,no
187,MIXED_3+,0.643,MIXED_3+,no,no,no
188,MIXED_3+,0.643,MIXED_3+,no,no,no
189,MIXED_3+,0.643,MIXED_3+,no,no,no
190,MIXED_3+,0.643,MIXED_3+,no,no,no
191,MIXED_3+,0.643,MIXED_3+,no,no,no
192,MIXED_3+,0.643,MIXED_3+,no,no,no
193,MIXED_3+,0.643,MIXED_3+,no,no,no
194,MIXED_3+,0.643,MIXED_3+,no,no,no
195,MIXED_3+,0.643,MIXED_3+,no,no,no
196,TWO_BALL,0.738,TWO_BALL,no,no,no
197,TWO_BALL,0.738,TWO_BALL,no,no,no
198,TWO_BALL,0.738,TWO_BALL,no,no,no
199,TWO_BALL,0.738,TWO_BALL,no,no,no
200,TWO_BALL,0.738,TWO_BALL,no,no,no
201,TWO_BALL,0.738,TWO_BALL,no,no,no
202,MIXED_3+,0.643,MIXED_3+,no,no,no
203,MIXED_3+,0.643,MIXED_3+,no,no,no
204,MIXED_3+,0.643,MIXED_3+,no,no,no
205,MIXED_3+,0.643,MIXED_3+,no,no,no
206,MIXED_3+,0.643,MIXED_3+,no,no,no
207,TWO_BALL_ONE_HAND,0.479,TWO_BALL_ONE_HAND,no,no,no
208,SINGLE_BALL,0.454,SINGLE_BALL,no,no,no
212,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
213,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
220,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
221,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
222,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
223,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
224,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
225,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
226,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
227,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
228,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
229,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
230,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
231,SINGLE_BALL,0.316,SINGLE_BALL,no,no,no
232,MIXED_3+,0.593,MIXED_3+,no,no,no
233,MIXED_3+,0.593,MIXED_3+,no,no,no
234,MIXED_3+,0.593,MIXED_3+,no,no,no
235,MIXED_3+,0.593,MIXED_3+,no,no,no
236,TWO_BALL,0.637,TWO_BALL,no,no,no
237,TWO_BALL,0.637,TWO_BALL,no,no,no
238,TWO_BALL,0.637,TWO_BALL,no,no,no
239,TWO_BALL,0.637,TWO_BALL,no,no,no
240,TWO_BALL,0.637,TWO_BALL,no,no,no
241,TWO_BALL,0.637,TWO_BALL,no,no,no
242,TWO_BALL,0.637,TWO_BALL,no,no,no
243,MIXED_3+,0.593,MIXED_3+,no,no,no
244,MIXED_3+,0.593,MIXED_3+,no,no,no
245,MIXED_3+,0.593,MIXED_3+,no,no,no
246,MIXED_3+,0.593,MIXED_3+,no,no,no
247,MIXED_3+,0.593,MIXED_3+,no,no,no
248,MIXED_3+,0.593,MIXED_3+,no,no,no
249,MIXED_3+,0.593,MIXED_3+,no,no,no
250,MIXED_3+,0.593,MIXED_3+,no,no,no
251,MIXED_3+,0.593,MIXED_3+,no,no,no
252,CASCADE_3+,0.593,CASCADE_3+,no,no,no
253,TWO_BALL,0.731,TWO_BALL,no,no,no
254,TWO_BALL,0.731,TWO_BALL,no,no,no
255,TWO_BALL,0.731,TWO_BALL,no,no,no
256,SINGLE_BALL,0.958,SINGLE_BALL,no,no,no
257,TWO_BALL,0.935,TWO_BALL,no,no,no
258,TWO_BALL,0.935,TWO_BALL,no,no,no
259,TWO_BALL,0.935,TWO_BALL,no,no,no
260,TWO_BALL,0.935,TWO_BALL,no,no,no
261,TWO_BALL,0.935,TWO_BALL,no,no,no
262,TWO_BALL,0.935,TWO_BALL,no,no,no
263,MIXED_3+,0.728,MIXED_3+,no,no,no
264,MIXED_3+,0.728,MIXED_3+,no,no,no
265,MIXED_3+,0.728,MIXED_3+,no,no,no
266,MIXED_3+,0.728,MIXED_3+,no,no,no
267,MIXED_3+,0.728,MIXED_3+,no,no,no
268,MIXED_3+,0.728,MIXED_3+,no,no,no
269,MIXED_3+,0.728,MIXED_3+,no,no,no
270,MIXED_3+,0.728,MIXED_3+,no,no,no
271,MIXED_3+,0.728,MIXED_3+,no,no,no
272,MIXED_3+,0.728,MIXED_3+,no,no,no
273,MIXED_3+,0.728,MIXED_3+,no,no,no
274,MIXED_3+,0.728,MIXED_3+,no,no,no
275,MIXED_3+,0.728,MIXED_3+,no,no,no
276,MIXED_3+,0.728,MIXED_3+,no,no,no
277,MIXED_3+,0.728,MIXED_3+,no,no,no
278,MIXED_3+,0.728,MIXED_3+,no,no,no
279,MIXED_3+,0.728,MIXED_3+,no,no,no
280,MIXED_3+,0.728,MIXED_3+,no,no,no
281,MIXED_3+,0.728,MIXED_3+,no,no,no
282,MIXED_3+,0.728,MIXED_3+,no,no,no
283,MIXED_3+,0.728,MIXED_3+,no,no,no
284,MIXED_3+,0.728,MIXED_3+,no,no,no
285,MIXED_3+,0.728,MIXED_3+,no,no,no
286,MIXED_3+,0.728,MIXED_3+,no,no,no
287,MIXED_3+,0.728,MIXED_3+,no,no,no
288,MIXED_3+,0.728,MIXED_3+,no,no,no
289,MIXED_3+,0.728,MIXED_3+,no,no,no
290,MIXED_3+,0.728,MIXED_3+,no,no,no
291,MIXED_3+,0.728,MIXED_3+,no,no,no
292,MIXED_3+,0.728,MIXED_3+,no,no,no
293,MIXED_3+,0.728,MIXED_3+,no,no,no
294,MIXED_3+,0.728,MIXED_3+,no,no,no
295,MIXED_3+,0.728,MIXED_3+,no,no,no
296,MIXED_3+,0.728,MIXED_3+,no,no,no
297,MIXED_3+,0.728,MIXED_3+,no,no,no
298,MIXED_3+,0.728,MIXED_3+,no,no,no
299,MIXED_3+,0.728,MIXED_3+,no,no,no
300,MIXED_3+,0.728,MIXED_3+,no,no,no
301,MIXED_3+,0.728,MIXED_3+,no,no,no
302,MIXED_3+,0.728,MIXED_3+,no,no,no
303,MIXED_3+,0.728,MIXED_3+,no,no,no
304,MIXED_3+,0.728,MIXED_3+,no,no,no
305,MIXED_3+,0.728,MIXED_3+,no,no,no
306,MIXED_3+,0.728,MIXED_3+,no,no,no
307,MIXED_3+,0.728,MIXED_3+,no,no,no
308,MIXED_3+,0.728,MIXED_3+,no,no,no
309,MIXED_3+,0.728,MIXED_3+,no,no,no
310,MIXED_3+,0.728,MIXED_3+,no,no,no
311,MIXED_3+,0.728,MIXED_3+,no,no,no
312,MIXED_3+,0.728,MIXED_3+,no,no,no
313,TWO_BALL,0.935,TWO_BALL,no,no,no
314,TWO_BALL,0.935,TWO_BALL,no,no,no
315,TWO_BALL,0.935,TWO_BALL,no,no,no
316,TWO_BALL,0.935,TWO_BALL,no,no,no
317,TWO_BALL,0.935,TWO_BALL,no,no,no
318,TWO_BALL,0.935,TWO_BALL,no,no,no
319,TWO_BALL,0.935,TWO_BALL,no,no,no
320,TWO_BALL,0.935,TWO_BALL,no,no,no
321,TWO_BALL,0.935,TWO_BALL,no,no,no
322,TWO_BALL,0.935,TWO_BALL,no,no,no
323,TWO_BALL,0.935,TWO_BALL,no,no,no
324,TWO_BALL,0.935,TWO_BALL,no,no,no
325,TWO_BALL,0.935,TWO_BALL,no,no,no
326,TWO_BALL,0.935,TWO_BALL,no,no,no
327,TWO_BALL,0.935,TWO_BALL,no,no,no
328,TWO_BALL,0.935,TWO_BALL,no,no,no
329,SINGLE_BALL,0.911,SINGLE_BALL,no,no,no
330,SINGLE_BALL,0.911,SINGLE_BALL,no,no,no
331,SINGLE_BALL,0.911,SINGLE_BALL,no,no,no
332,SINGLE_BALL,0.911,SINGLE_BALL,no,no,no
333,TWO_BALL,0.757,TWO_BALL,no,no,no
334,TWO_BALL,0.757,TWO_BALL,no,no,no
335,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
336,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
337,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
338,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
339,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
340,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
341,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
342,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
343,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
344,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
345,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
346,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
347,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
348,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
349,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
350,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
351,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
352,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
353,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
354,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
355,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
356,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
357,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
358,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
359,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
360,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
361,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
362,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
363,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
364,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
365,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
366,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
367,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
368,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
369,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
370,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
371,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
372,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
373,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
374,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
375,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
376,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
377,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
378,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
379,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
380,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
381,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
382,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
391,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
392,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
393,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
394,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
395,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
396,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
397,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
398,SINGLE_BALL,0.602,SINGLE_BALL,no,no,no
399,TWO_BALL,0.735,TWO_BALL,no,no,no
400,TWO_BALL,0.735,TWO_BALL,no,no,no
401,TWO_BALL,0.735,TWO_BALL,no,no,no
402,TWO_BALL,0.735,TWO_BALL,no,no,no
403,TWO_BALL,0.735,TWO_BALL,no,no,no
404,TWO_BALL,0.735,TWO_BALL,no,no,no
405,TWO_BALL,0.735,TWO_BALL,no,no,no
406,TWO_BALL,0.735,TWO_BALL,no,no,no
407,TWO_BALL,0.735,TWO_BALL,no,no,no
408,TWO_BALL,0.735,TWO_BALL,no,no,no
409,TWO_BALL,0.735,TWO_BALL,no,no,no
410,TWO_BALL,0.735,TWO_BALL,no,no,no
411,MIXED_3+,0.792,MIXED_3+,no,no,no
412,MIXED_3+,0.792,MIXED_3+,no,no,no
413,MIXED_3+,0.792,MIXED_3+,no,no,no
414,MIXED_3+,0.792,MIXED_3+,no,no,no
415,MIXED_3+,0.792,MIXED_3+,no,no,no
416,MIXED_3+,0.792,MIXED_3+,no,no,no
417,MIXED_3+,0.792,MIXED_3+,no,no,no
418,MIXED_3+,0.792,MIXED_3+,no,no,no
419,MIXED_3+,0.792,MIXED_3+,no,no,no
420,MIXED_3+,0.792,MIXED_3+,no,no,no
421,MIXED_3+,0.792,MIXED_3+,no,no,no
422,MIXED_3+,0.792,MIXED_3+,no,no,no
423,MIXED_3+,0.792,MIXED_3+,no,no,no
424,MIXED_3+,0.792,MIXED_3+,no,no,no
425,MIXED_3+,0.844,MIXED_3+,no,no,no
426,MIXED_3+,0.844,MIXED_3+,no,no,no
427,MIXED_3+,0.844,MIXED_3+,no,no,no
428,MIXED_3+,0.844,MIXED_3+,no,no,no
429,MIXED_3+,0.792,MIXED_3+,no,no,no
430,MIXED_3+,0.792,MIXED_3+,no,no,no
431,MIXED_3+,0.792,MIXED_3+,no,no,no
432,MIXED_3+,0.792,MIXED_3+,no,no,no
433,MIXED_3+,0.792,MIXED_3+,no,no,no
434,MIXED_3+,0.792,MIXED_3+,no,no,no
435,MIXED_3+,0.792,MIXED_3+,no,no,no
436,MIXED_3+,0.792,MIXED_3+,no,no,no
437,MIXED_3+,0.792,MIXED_3+,no,no,no
438,MIXED_3+,0.792,MIXED_3+,no,no,no
439,MIXED_3+,0.792,MIXED_3+,no,no,no
440,MIXED_3+,0.792,MIXED_3+,no,no,no
441,MIXED_3+,0.792,MIXED_3+,no,no,no
442,MIXED_3+,0.792,MIXED_3+,no,no,no
443,MIXED_3+,0.792,MIXED_3+,no,no,no
444,MIXED_3+,0.792,MIXED_3+,no,no,no
445,MIXED_3+,0.792,MIXED_3+,no,no,no
446,MIXED_3+,0.792,MIXED_3+,no,no,no
447,MIXED_3+,0.792,MIXED_3+,no,no,no
448,MIXED_3+,0.792,MIXED_3+,no,no,no
449,MIXED_3+,0.792,MIXED_3+,no,no,no
450,MIXED_3+,0.792,MIXED_3+,no,no,no
451,TWO_BALL,0.755,TWO_BALL,no,no,no
452,TWO_BALL,0.755,TWO_BALL,no,no,no
453,TWO_BALL,0.755,TWO_BALL,no,no,no
454,TWO_BALL,0.755,TWO_BALL,no,no,no
455,TWO_BALL,0.755,TWO_BALL,no,no,no
456,TWO_BALL,0.755,TWO_BALL,no,no,no
457,TWO_BALL,0.755,TWO_BALL,no,no,no
458,TWO_BALL,0.755,TWO_BALL,no,no,no
459,TWO_BALL,0.755,TWO_BALL,no,no,no
460,TWO_BALL,0.755,TWO_BALL,no,no,no
461,TWO_BALL,0.887,TWO_BALL,no,no,no
462,TWO_BALL,0.887,TWO_BALL,no,no,no
463,TWO_BALL,0.887,TWO_BALL,no,no,no
464,TWO_BALL,0.887,TWO_BALL,no,no,no
465,TWO_BALL,0.887,TWO_BALL,no,no,no
466,TWO_BALL,0.887,TWO_BALL,no,no,no
467,TWO_BALL,0.887,TWO_BALL,no,no,no
468,TWO_BALL,0.887,TWO_BALL,no,no,no
469,TWO_BALL,0.887,TWO_BALL,no,no,no
470,TWO_BALL,0.887,TWO_BALL,no,no,no
471,CASCADE_3+,0.792,CASCADE_3+,no,no,no
472,CASCADE_3+,0.792,CASCADE_3+,no,no,no
473,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
474,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
475,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
476,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
477,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
478,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
479,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
480,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
481,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
482,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
483,SINGLE_BALL,0.908,SINGLE_BALL,no,no,no
