frame,L,R,A,event_type,hand,conservation,conservation_ok,note
112,1,0,4,HOLD,,5,True,interpolated
113,1,0,4,HOLD,,5,True,interpolated
114,0,0,5,THROW,left,5,True,chain=0 1->9
115,0,0,5,HOLD,,5,True,interpolated
116,0,0,5,HOLD,,5,True,interpolated
117,0,0,5,HOLD,,5,True,interpolated
118,0,0,5,HOLD,,5,True,interpolated
119,0,0,5,HOLD,,5,True,interpolated
120,0,0,5,HOLD,,5,True,interpolated
121,0,0,5,HOLD,,5,True,interpolated
122,0,0,5,HOLD,,5,True,interpolated
123,0,0,5,HOLD,,5,True,interpolated
124,0,0,5,HOLD,,5,True,interpolated
125,0,0,5,HOLD,,5,True,interpolated
126,0,0,5,HOLD,,5,True,interpolated
127,0,0,5,HOLD,,5,True,interpolated
128,0,0,5,HOLD,,5,True,interpolated
129,0,0,5,HOLD,,5,True,interpolated
130,0,0,5,HOLD,,5,True,interpolated
131,0,0,5,HOLD,,5,True,interpolated
132,0,0,5,HOLD,,5,True,interpolated
133,0,0,5,HOLD,,5,True,interpolated
134,0,0,5,HOLD,,5,True,interpolated
135,0,0,5,HOLD,,5,True,interpolated
136,0,0,5,HOLD,,5,True,interpolated
137,0,0,5,HOLD,,5,True,interpolated
138,0,0,5,HOLD,,5,True,interpolated
139,0,0,5,HOLD,,5,True,interpolated
140,0,0,5,HOLD,,5,True,interpolated
141,0,0,5,HOLD,,5,True,interpolated
142,0,0,5,HOLD,,5,True,interpolated
143,0,0,5,HOLD,,5,True,interpolated
144,0,0,5,HOLD,,5,True,interpolated
145,0,0,5,HOLD,,5,True,interpolated
146,0,0,5,HOLD,,5,True,interpolated
147,0,0,5,HOLD,,5,True,interpolated
148,0,0,5,HOLD,,5,True,interpolated
149,0,0,5,HOLD,,5,True,interpolated
150,0,0,5,HOLD,,5,True,interpolated
151,0,0,5,HOLD,,5,True,interpolated
152,0,0,5,HOLD,,5,True,interpolated
153,0,0,5,HOLD,,5,True,interpolated
154,0,0,5,HOLD,,5,True,interpolated
155,0,0,5,HOLD,,5,True,interpolated
156,0,0,5,HOLD,,5,True,interpolated
157,0,0,5,HOLD,,5,True,interpolated
158,0,0,5,HOLD,,5,True,interpolated
159,0,0,5,HOLD,,5,True,interpolated
160,0,0,5,HOLD,,5,True,interpolated
161,0,0,5,HOLD,,5,True,interpolated
162,0,0,5,HOLD,,5,True,interpolated
163,0,0,5,HOLD,,5,True,interpolated
164,0,0,5,HOLD,,5,True,interpolated
165,0,0,5,HOLD,,5,True,interpolated
166,0,0,5,HOLD,,5,True,interpolated
167,0,0,5,HOLD,,5,True,interpolated
168,0,0,5,HOLD,,5,True,interpolated
169,0,0,5,HOLD,,5,True,interpolated
170,0,0,5,HOLD,,5,True,interpolated
171,0,0,5,HOLD,,5,True,interpolated
172,0,0,5,HOLD,,5,True,interpolated
173,0,0,5,HOLD,,5,True,interpolated
174,0,0,5,HOLD,,5,True,interpolated
175,0,0,5,HOLD,,5,True,interpolated
176,0,0,5,HOLD,,5,True,interpolated
177,0,0,5,HOLD,,5,True,interpolated
178,0,0,5,HOLD,,5,True,interpolated
179,0,0,5,HOLD,,5,True,interpolated
180,0,0,5,HOLD,,5,True,interpolated
181,0,0,5,HOLD,,5,True,interpolated
182,0,0,5,HOLD,,5,True,interpolated
183,0,0,5,HOLD,,5,True,interpolated
184,0,0,5,HOLD,,5,True,interpolated
185,0,0,5,HOLD,,5,True,interpolated
186,0,0,5,HOLD,,5,True,interpolated
187,0,0,5,HOLD,,5,True,interpolated
188,0,0,5,HOLD,,5,True,interpolated
189,0,0,5,HOLD,,5,True,interpolated
190,0,0,5,HOLD,,5,True,interpolated
191,0,0,5,HOLD,,5,True,interpolated
192,0,0,5,HOLD,,5,True,interpolated
193,0,0,5,HOLD,,5,True,interpolated
194,0,0,5,HOLD,,5,True,interpolated
195,0,0,5,HOLD,,5,True,interpolated
196,0,0,5,HOLD,,5,True,interpolated
197,0,0,5,HOLD,,5,True,interpolated
198,0,0,5,HOLD,,5,True,interpolated
199,0,0,5,HOLD,,5,True,interpolated
200,0,0,5,HOLD,,5,True,interpolated
201,0,0,5,HOLD,,5,True,interpolated
202,0,0,5,HOLD,,5,True,interpolated
203,0,0,5,HOLD,,5,True,interpolated
204,0,0,5,HOLD,,5,True,interpolated
205,0,0,5,HOLD,,5,True,interpolated
206,0,0,5,HOLD,,5,True,interpolated
207,0,0,5,HOLD,,5,True,interpolated
208,0,0,5,HOLD,,5,True,interpolated
209,0,0,5,HOLD,,5,True,interpolated
210,0,0,5,HOLD,,5,True,interpolated
211,0,0,5,HOLD,,5,True,interpolated
212,0,0,5,HOLD,,5,True,interpolated
213,0,0,5,HOLD,,5,True,interpolated
214,0,0,5,HOLD,,5,True,interpolated
215,0,0,5,HOLD,,5,True,interpolated
216,0,0,5,HOLD,,5,True,interpolated
217,0,0,5,HOLD,,5,True,interpolated
218,0,0,5,HOLD,,5,True,interpolated
219,0,0,5,HOLD,,5,True,interpolated
220,0,0,5,HOLD,,5,True,interpolated
221,0,0,5,HOLD,,5,True,interpolated
222,0,0,5,HOLD,,5,True,interpolated
223,0,0,5,HOLD,,5,True,interpolated
224,0,0,5,HOLD,,5,True,interpolated
225,0,0,5,HOLD,,5,True,interpolated
226,0,0,5,HOLD,,5,True,interpolated
227,0,0,5,HOLD,,5,True,interpolated
228,0,0,5,HOLD,,5,True,interpolated
229,0,0,5,HOLD,,5,True,interpolated
230,0,0,5,HOLD,,5,True,interpolated
231,0,0,5,HOLD,,5,True,interpolated
232,0,0,5,HOLD,,5,True,interpolated
233,0,0,5,HOLD,,5,True,interpolated
234,0,0,5,HOLD,,5,True,interpolated
235,0,0,5,HOLD,,5,True,interpolated
236,0,0,5,HOLD,,5,True,interpolated
237,0,0,5,HOLD,,5,True,interpolated
238,0,1,4,CATCH,right,5,True,chain=6 10->12
239,0,1,4,HOLD,,5,True,interpolated
240,0,1,4,HOLD,,5,True,interpolated
241,0,1,4,HOLD,,5,True,interpolated
242,0,1,4,HOLD,,5,True,interpolated
243,0,1,4,HOLD,,5,True,interpolated
244,0,1,4,HOLD,,5,True,interpolated
245,0,1,4,HOLD,,5,True,interpolated
246,0,1,4,HOLD,,5,True,interpolated
247,0,1,4,HOLD,,5,True,interpolated
248,0,1,4,HOLD,,5,True,interpolated
249,0,1,4,HOLD,,5,True,interpolated
250,0,1,4,HOLD,,5,True,interpolated
251,0,1,4,HOLD,,5,True,interpolated
252,0,1,4,HOLD,,5,True,interpolated
253,0,1,4,HOLD,,5,True,interpolated
254,0,1,4,HOLD,,5,True,interpolated
255,0,0,5,THROW,right,5,True,chain=6 10->12
256,1,0,4,CATCH,left,5,True,chain=0 9->13
257,1,0,4,HOLD,,5,True,interpolated
258,1,0,4,HOLD,,5,True,interpolated
259,1,0,4,HOLD,,5,True,interpolated
260,1,0,4,HOLD,,5,True,interpolated
261,1,0,4,HOLD,,5,True,interpolated
262,1,0,4,HOLD,,5,True,interpolated
263,1,0,4,HOLD,,5,True,interpolated
264,1,0,4,HOLD,,5,True,interpolated
265,1,0,4,HOLD,,5,True,interpolated
266,1,0,4,HOLD,,5,True,interpolated
267,0,0,5,THROW,left,5,True,chain=0 9->13
268,0,0,5,HOLD,,5,True,interpolated
269,0,0,5,HOLD,,5,True,interpolated
270,0,0,5,HOLD,,5,True,interpolated
271,0,0,5,HOLD,,5,True,interpolated
272,0,0,5,HOLD,,5,True,interpolated
273,0,0,5,HOLD,,5,True,interpolated
274,0,0,5,HOLD,,5,True,interpolated
275,0,0,5,HOLD,,5,True,interpolated
276,0,0,5,HOLD,,5,True,interpolated
277,0,0,5,HOLD,,5,True,interpolated
278,0,0,5,HOLD,,5,True,interpolated
279,0,0,5,HOLD,,5,True,interpolated
280,0,0,5,HOLD,,5,True,interpolated
281,0,0,5,HOLD,,5,True,interpolated
282,0,0,5,HOLD,,5,True,interpolated
283,0,0,5,HOLD,,5,True,interpolated
284,0,0,5,HOLD,,5,True,interpolated
285,0,0,5,HOLD,,5,True,interpolated
286,0,0,5,HOLD,,5,True,interpolated
287,0,0,5,HOLD,,5,True,interpolated
288,0,0,5,HOLD,,5,True,interpolated
289,0,0,5,HOLD,,5,True,interpolated
290,0,0,5,HOLD,,5,True,interpolated
291,0,0,5,HOLD,,5,True,interpolated
292,0,0,5,HOLD,,5,True,interpolated
293,0,0,5,HOLD,,5,True,interpolated
294,0,0,5,HOLD,,5,True,interpolated
295,0,0,5,HOLD,,5,True,interpolated
296,0,0,5,HOLD,,5,True,interpolated
297,0,0,5,HOLD,,5,True,interpolated
298,0,0,5,HOLD,,5,True,interpolated
299,0,1,4,CATCH,right,5,True,chain=7 11->14
300,0,1,4,HOLD,,5,True,interpolated
301,0,1,4,HOLD,,5,True,interpolated
302,0,1,4,HOLD,,5,True,interpolated
303,0,1,4,HOLD,,5,True,interpolated
304,0,1,4,HOLD,,5,True,interpolated
305,0,1,4,HOLD,,5,True,interpolated
306,0,1,4,HOLD,,5,True,interpolated
307,0,1,4,HOLD,,5,True,interpolated
308,0,0,5,THROW,right,5,True,chain=7 11->14
309,0,0,5,HOLD,,5,True,interpolated
310,0,0,5,HOLD,,5,True,interpolated
311,0,0,5,HOLD,,5,True,interpolated
312,0,0,5,HOLD,,5,True,interpolated
313,0,0,5,HOLD,,5,True,interpolated
314,0,0,5,HOLD,,5,True,interpolated
315,0,0,5,HOLD,,5,True,interpolated
316,0,0,5,HOLD,,5,True,interpolated
317,0,0,5,HOLD,,5,True,interpolated
318,0,0,5,HOLD,,5,True,interpolated
319,0,0,5,HOLD,,5,True,interpolated
320,0,0,5,HOLD,,5,True,interpolated
321,0,0,5,HOLD,,5,True,interpolated
322,0,0,5,HOLD,,5,True,interpolated
323,0,0,5,HOLD,,5,True,interpolated
324,0,0,5,HOLD,,5,True,interpolated
325,0,0,5,HOLD,,5,True,interpolated
326,0,0,5,HOLD,,5,True,interpolated
327,0,1,4,CATCH,right,5,True,chain=0 13->16
328,0,1,4,HOLD,,5,True,interpolated
329,0,1,4,HOLD,,5,True,interpolated
330,0,1,4,HOLD,,5,True,interpolated
331,0,1,4,HOLD,,5,True,interpolated
332,0,1,4,HOLD,,5,True,interpolated
333,0,1,4,HOLD,,5,True,interpolated
334,0,1,4,HOLD,,5,True,interpolated
335,0,1,4,HOLD,,5,True,interpolated
336,0,1,4,HOLD,,5,True,interpolated
337,0,1,4,HOLD,,5,True,interpolated
338,0,1,4,HOLD,,5,True,interpolated
339,0,0,5,THROW,right,5,True,chain=0 13->16
340,0,0,5,HOLD,,5,True,interpolated
341,0,0,5,HOLD,,5,True,interpolated
342,0,0,5,HOLD,,5,True,interpolated
343,0,0,5,HOLD,,5,True,interpolated
344,0,0,5,HOLD,,5,True,interpolated
345,0,0,5,HOLD,,5,True,interpolated
346,0,0,5,HOLD,,5,True,interpolated
347,0,0,5,HOLD,,5,True,interpolated
348,0,0,5,HOLD,,5,True,interpolated
349,0,0,5,HOLD,,5,True,interpolated
350,0,0,5,HOLD,,5,True,interpolated
351,0,0,5,HOLD,,5,True,interpolated
352,0,0,5,HOLD,,5,True,interpolated
353,0,0,5,HOLD,,5,True,interpolated
354,0,0,5,HOLD,,5,True,interpolated
355,0,0,5,HOLD,,5,True,interpolated
356,0,0,5,HOLD,,5,True,interpolated
357,0,0,5,HOLD,,5,True,interpolated
358,0,0,5,HOLD,,5,True,interpolated
359,0,0,5,HOLD,,5,True,interpolated
360,0,0,5,HOLD,,5,True,interpolated
361,0,0,5,HOLD,,5,True,interpolated
362,0,0,5,HOLD,,5,True,interpolated
363,0,0,5,HOLD,,5,True,interpolated
364,0,0,5,HOLD,,5,True,interpolated
365,0,0,5,HOLD,,5,True,interpolated
366,0,0,5,HOLD,,5,True,interpolated
367,0,0,5,HOLD,,5,True,interpolated
368,0,0,5,HOLD,,5,True,interpolated
369,0,0,5,HOLD,,5,True,interpolated
370,0,0,5,HOLD,,5,True,interpolated
371,0,0,5,HOLD,,5,True,interpolated
372,0,0,5,HOLD,,5,True,interpolated
373,0,0,5,HOLD,,5,True,interpolated
374,0,0,5,HOLD,,5,True,interpolated
375,1,0,4,CATCH,left,5,True,chain=7 14->17
376,1,0,4,HOLD,,5,True,interpolated
377,1,0,4,HOLD,,5,True,interpolated
378,1,0,4,HOLD,,5,True,interpolated
379,1,0,4,HOLD,,5,True,interpolated
380,1,0,4,HOLD,,5,True,interpolated
381,0,0,5,THROW,left,5,True,chain=7 14->17
382,0,0,5,HOLD,,5,True,interpolated
383,0,0,5,HOLD,,5,True,interpolated
384,0,0,5,HOLD,,5,True,interpolated
385,0,0,5,HOLD,,5,True,interpolated
386,0,0,5,HOLD,,5,True,interpolated
387,0,0,5,HOLD,,5,True,interpolated
388,0,0,5,HOLD,,5,True,interpolated
389,0,0,5,HOLD,,5,True,interpolated
390,0,0,5,HOLD,,5,True,interpolated
391,0,0,5,HOLD,,5,True,interpolated
392,0,0,5,HOLD,,5,True,interpolated
393,0,0,5,HOLD,,5,True,interpolated
394,0,0,5,HOLD,,5,True,interpolated
395,0,0,5,HOLD,,5,True,interpolated
396,0,0,5,HOLD,,5,True,interpolated
397,0,0,5,HOLD,,5,True,interpolated
398,0,0,5,HOLD,,5,True,interpolated
399,0,0,5,HOLD,,5,True,interpolated
400,0,0,5,HOLD,,5,True,interpolated
401,0,0,5,HOLD,,5,True,interpolated
402,0,0,5,HOLD,,5,True,interpolated
403,0,0,5,HOLD,,5,True,interpolated
404,0,0,5,HOLD,,5,True,interpolated
405,0,0,5,HOLD,,5,True,interpolated
406,0,0,5,HOLD,,5,True,interpolated
407,0,0,5,HOLD,,5,True,interpolated
408,0,0,5,HOLD,,5,True,interpolated
409,0,0,5,HOLD,,5,True,interpolated
410,0,0,5,HOLD,,5,True,interpolated
411,0,1,4,CATCH,right,5,True,chain=3 4->18
412,0,1,4,HOLD,,5,True,interpolated
413,0,1,4,HOLD,,5,True,interpolated
414,0,1,4,HOLD,,5,True,interpolated
415,0,1,4,HOLD,,5,True,interpolated
416,0,1,4,HOLD,,5,True,interpolated
417,0,1,4,HOLD,,5,True,interpolated
418,0,1,4,HOLD,,5,True,interpolated
419,0,1,4,HOLD,,5,True,interpolated
420,0,0,5,THROW,right,5,True,chain=3 4->18
421,0,0,5,HOLD,,5,True,interpolated
422,0,0,5,HOLD,,5,True,interpolated
423,0,0,5,HOLD,,5,True,interpolated
424,0,0,5,HOLD,,5,True,interpolated
425,0,0,5,HOLD,,5,True,interpolated
426,0,0,5,HOLD,,5,True,interpolated
427,0,0,5,HOLD,,5,True,interpolated
428,0,0,5,HOLD,,5,True,interpolated
429,0,0,5,HOLD,,5,True,interpolated
430,0,0,5,HOLD,,5,True,interpolated
431,0,0,5,HOLD,,5,True,interpolated
432,0,0,5,HOLD,,5,True,interpolated
433,0,0,5,HOLD,,5,True,interpolated
434,0,0,5,HOLD,,5,True,interpolated
435,0,0,5,HOLD,,5,True,interpolated
436,0,0,5,HOLD,,5,True,interpolated
437,0,0,5,HOLD,,5,True,interpolated
438,0,0,5,HOLD,,5,True,interpolated
439,0,0,5,HOLD,,5,True,interpolated
440,0,0,5,HOLD,,5,True,interpolated
441,0,0,5,HOLD,,5,True,interpolated
442,0,0,5,HOLD,,5,True,interpolated
443,0,0,5,HOLD,,5,True,interpolated
444,0,0,5,HOLD,,5,True,interpolated
445,0,0,5,HOLD,,5,True,interpolated
446,0,0,5,HOLD,,5,True,interpolated
447,0,0,5,HOLD,,5,True,interpolated
448,0,0,5,HOLD,,5,True,interpolated
449,0,0,5,HOLD,,5,True,interpolated
450,0,0,5,HOLD,,5,True,interpolated
451,0,0,5,HOLD,,5,True,interpolated
452,0,0,5,HOLD,,5,True,interpolated
453,0,0,5,HOLD,,5,True,interpolated
454,0,0,5,HOLD,,5,True,interpolated
455,0,0,5,HOLD,,5,True,interpolated
456,0,0,5,HOLD,,5,True,interpolated
457,0,0,5,HOLD,,5,True,interpolated
458,0,0,5,HOLD,,5,True,interpolated
459,0,0,5,HOLD,,5,True,interpolated
460,0,0,5,HOLD,,5,True,interpolated
461,0,0,5,HOLD,,5,True,interpolated
462,0,0,5,HOLD,,5,True,interpolated
463,0,0,5,HOLD,,5,True,interpolated
464,0,0,5,HOLD,,5,True,interpolated
465,0,0,5,HOLD,,5,True,interpolated
466,0,0,5,HOLD,,5,True,interpolated
467,0,0,5,HOLD,,5,True,interpolated
468,0,0,5,HOLD,,5,True,interpolated
469,0,0,5,HOLD,,5,True,interpolated
470,0,0,5,AMBIG_H22_RECLASSIFIED_HAND_TRANSITION,unknown,5,True,chain=10 20->21
471,0,0,5,HOLD,,5,True,interpolated
472,0,0,5,HOLD,,5,True,interpolated
473,0,0,5,HOLD,,5,True,interpolated
474,0,0,5,HOLD,,5,True,interpolated
475,0,0,5,HOLD,,5,True,interpolated
476,0,0,5,HOLD,,5,True,interpolated
477,0,0,5,HOLD,,5,True,interpolated
478,0,0,5,HOLD,,5,True,interpolated
479,0,0,5,HOLD,,5,True,interpolated
480,0,0,5,HOLD,,5,True,interpolated
481,0,0,5,HOLD,,5,True,interpolated
482,0,0,5,HOLD,,5,True,interpolated
483,0,0,5,HOLD,,5,True,interpolated
484,0,0,5,HOLD,,5,True,interpolated
485,0,0,5,HOLD,,5,True,interpolated
486,0,0,5,HOLD,,5,True,interpolated
487,0,0,5,HOLD,,5,True,interpolated
488,0,0,5,HOLD,,5,True,interpolated
489,0,0,5,HOLD,,5,True,interpolated
490,0,0,5,HOLD,,5,True,interpolated
491,0,0,5,HOLD,,5,True,interpolated
492,0,0,5,HOLD,,5,True,interpolated
493,0,0,5,HOLD,,5,True,interpolated
494,0,0,5,HOLD,,5,True,interpolated
495,0,0,5,HOLD,,5,True,interpolated
496,0,0,5,HOLD,,5,True,interpolated
497,0,0,5,HOLD,,5,True,interpolated
498,0,1,4,CATCH,right,5,True,chain=9 19->22
499,0,1,4,HOLD,,5,True,interpolated
500,0,1,4,HOLD,,5,True,interpolated
501,0,1,4,HOLD,,5,True,interpolated
502,0,1,4,HOLD,,5,True,interpolated
503,0,1,4,HOLD,,5,True,interpolated
504,0,1,4,HOLD,,5,True,interpolated
505,0,1,4,HOLD,,5,True,interpolated
506,0,1,4,HOLD,,5,True,interpolated
507,0,1,4,HOLD,,5,True,interpolated
508,0,1,4,HOLD,,5,True,interpolated
509,0,1,4,HOLD,,5,True,interpolated
510,0,0,5,THROW,right,5,True,chain=9 19->22
511,0,0,5,HOLD,,5,True,interpolated
512,0,0,5,HOLD,,5,True,interpolated
513,0,0,5,HOLD,,5,True,interpolated
514,0,0,5,HOLD,,5,True,interpolated
515,0,0,5,HOLD,,5,True,interpolated
516,0,0,5,HOLD,,5,True,interpolated
517,0,0,5,HOLD,,5,True,interpolated
518,0,0,5,HOLD,,5,True,interpolated
519,0,0,5,HOLD,,5,True,interpolated
520,0,0,5,HOLD,,5,True,interpolated
521,0,0,5,HOLD,,5,True,interpolated
522,0,0,5,HOLD,,5,True,interpolated
523,0,0,5,HOLD,,5,True,interpolated
524,0,0,5,HOLD,,5,True,interpolated
525,0,0,5,HOLD,,5,True,interpolated
526,0,0,5,HOLD,,5,True,interpolated
527,0,0,5,HOLD,,5,True,interpolated
528,0,0,5,HOLD,,5,True,interpolated
529,0,0,5,HOLD,,5,True,interpolated
530,0,0,5,HOLD,,5,True,interpolated
531,0,0,5,HOLD,,5,True,interpolated
532,0,0,5,HOLD,,5,True,interpolated
533,0,0,5,HOLD,,5,True,interpolated
534,0,0,5,HOLD,,5,True,interpolated
535,0,0,5,HOLD,,5,True,interpolated
536,0,0,5,HOLD,,5,True,interpolated
537,0,0,5,HOLD,,5,True,interpolated
538,0,0,5,HOLD,,5,True,interpolated
539,0,0,5,HOLD,,5,True,interpolated
540,0,0,5,HOLD,,5,True,interpolated
541,0,0,5,HOLD,,5,True,interpolated
542,0,0,5,HOLD,,5,True,interpolated
543,0,0,5,HOLD,,5,True,interpolated
544,0,0,5,HOLD,,5,True,interpolated
545,0,0,5,HOLD,,5,True,interpolated
546,0,0,5,HOLD,,5,True,interpolated
547,0,0,5,HOLD,,5,True,interpolated
548,0,0,5,HOLD,,5,True,interpolated
549,0,0,5,HOLD,,5,True,interpolated
550,0,0,5,HOLD,,5,True,interpolated
551,0,0,5,HOLD,,5,True,interpolated
552,0,0,5,HOLD,,5,True,interpolated
553,0,0,5,HOLD,,5,True,interpolated
554,0,0,5,HOLD,,5,True,interpolated
555,0,0,5,HOLD,,5,True,interpolated
556,0,0,5,HOLD,,5,True,interpolated
557,0,0,5,HOLD,,5,True,interpolated
558,0,0,5,HOLD,,5,True,interpolated
559,0,0,5,HOLD,,5,True,interpolated
560,0,0,5,HOLD,,5,True,interpolated
561,0,0,5,HOLD,,5,True,interpolated
562,0,0,5,HOLD,,5,True,interpolated
563,0,0,5,HOLD,,5,True,interpolated
564,0,0,5,HOLD,,5,True,interpolated
565,0,0,5,HOLD,,5,True,interpolated
566,0,0,5,HOLD,,5,True,interpolated
567,0,0,5,HOLD,,5,True,interpolated
568,0,0,5,HOLD,,5,True,interpolated
569,0,0,5,HOLD,,5,True,interpolated
570,0,0,5,HOLD,,5,True,interpolated
571,0,0,5,HOLD,,5,True,interpolated
572,0,0,5,HOLD,,5,True,interpolated
573,0,0,5,HOLD,,5,True,interpolated
574,0,0,5,HOLD,,5,True,interpolated
575,0,0,5,HOLD,,5,True,interpolated
576,0,0,5,HOLD,,5,True,interpolated
577,0,0,5,HOLD,,5,True,interpolated
578,0,0,5,HOLD,,5,True,interpolated
579,0,0,5,HOLD,,5,True,interpolated
580,0,0,5,HOLD,,5,True,interpolated
581,0,0,5,HOLD,,5,True,interpolated
582,0,1,4,CATCH,right,5,True,chain=7 17->24
583,0,1,4,HOLD,,5,True,interpolated
584,0,1,4,HOLD,,5,True,interpolated
585,0,1,4,HOLD,,5,True,interpolated
586,0,1,4,HOLD,,5,True,interpolated
587,0,1,4,HOLD,,5,True,interpolated
588,0,1,4,HOLD,,5,True,interpolated
589,0,1,4,HOLD,,5,True,interpolated
590,0,1,4,HOLD,,5,True,interpolated
591,0,0,5,THROW,right,5,True,chain=7 17->24
592,0,0,5,HOLD,,5,True,interpolated
593,0,0,5,HOLD,,5,True,interpolated
594,0,0,5,HOLD,,5,True,interpolated
595,1,0,4,CATCH,left,5,True,chain=8 15->25
596,1,0,4,HOLD,,5,True,interpolated
597,1,0,4,HOLD,,5,True,interpolated
598,1,0,4,HOLD,,5,True,interpolated
599,1,0,4,HOLD,,5,True,interpolated
